txn_id,from_ifsc,from_account,to_ifsc,to_account,amount_inr,mode,timestamp
TXN-000668,ZNMD0324711,20354713714,ZGDV0264737,650442899703,9400.00,IMPS,2025-03-16T21:30:00+05:30
TXN-000669,ZKVR0587534,7290333581499695,ZKVR0122101,1416049978764998,8300.00,IMPS,2025-03-17T09:59:00+05:30
TXN-000670,ZGDV0543292,3337619347987285,ZARV0556607,8182324692435618,75900.00,UPI,2025-03-17T11:33:00+05:30
TXN-000671,ZGDV0891267,55801883709482,ZGDV0055332,40104018190,290.00,UPI,2025-03-17T12:10:00+05:30
TXN-000672,ZARV0094460,24117828051503,ZKVR0278239,273925885283,7800.00,UPI,2025-03-17T15:35:00+05:30
TXN-000673,ZKVR0469965,4576041253223734,ZNMD0110114,5305601891569179,1800.00,UPI,2025-03-17T17:49:00+05:30
TXN-000674,ZARV0104756,56663037718416,ZGDV0698481,214148069153,490.00,UPI,2025-03-17T18:57:00+05:30
TXN-000675,ZNMD0484562,198354875355,ZARV0617958,49173696680314,21000.00,IMPS,2025-03-17T19:35:00+05:30
TXN-000676,ZNMD0990233,7781796239256157,ZGDV0836188,81300741571,2530.00,IMPS,2025-03-17T22:17:00+05:30
TXN-000677,ZARV0556607,8182324692435618,ZNMD0235052,22140184865,74200.00,IMPS,2025-03-18T00:33:00+05:30
TXN-000678,ZKVR0890873,2960023587937843,ZNMD0498591,530299490847,1480.00,IMPS,2025-03-18T09:47:00+05:30
TXN-000679,ZARV0396941,8956830896202038,ZKVR0474112,38690428120812,890.00,IMPS,2025-03-18T11:55:00+05:30
TXN-000680,ZKVR0329204,4482253497910906,ZGDV0914516,7027511489681119,8600.00,IMPS,2025-03-18T12:08:00+05:30
TXN-000681,ZARV0556607,8182324692435618,ZNMD0123026,409772186664,4300.00,IMPS,2025-03-18T13:56:00+05:30
TXN-000682,ZNMD0832635,5760355546659049,ZKVR0278239,273925885283,13400.00,IMPS,2025-03-18T14:21:00+05:30
TXN-000683,ZKVR0546415,36465882156067,ZNMD0977718,1059547734120898,6200.00,UPI,2025-03-18T20:02:00+05:30
TXN-000684,ZARV0880251,3842947850229483,ZNMD0498591,530299490847,5500.00,IMPS,2025-03-18T21:39:00+05:30
TXN-000685,ZARV0094591,56243893730,ZGDV0955625,70494902607167,1070.00,UPI,2025-03-19T10:43:00+05:30
TXN-000686,ZARV0613886,29424441603891,ZKVR0278239,273925885283,550.00,UPI,2025-03-19T14:56:00+05:30
TXN-000687,ZKVR0320968,76508528899717,ZNMD0110114,5305601891569179,14400.00,UPI,2025-03-19T15:04:00+05:30
TXN-000688,ZNMD0484562,198354875355,ZGDV0403647,419432812783,20200.00,UPI,2025-03-19T15:48:00+05:30
TXN-000689,ZARV0745949,93522187504411,ZGDV0836188,81300741571,2890.00,IMPS,2025-03-19T17:29:00+05:30
TXN-000690,ZNMD0324866,50984351846399,ZGDV0543292,3337619347987285,111000.00,IMPS,2025-03-19T18:44:00+05:30
TXN-000691,ZKVR0264416,2920955977193273,ZKVR0231395,59372838131746,1020.00,UPI,2025-03-19T20:44:00+05:30
TXN-000692,ZNMD0696084,6446483955427888,ZGDV0914516,7027511489681119,5720.00,IMPS,2025-03-19T22:06:00+05:30
TXN-000693,ZGDV0543292,3337619347987285,ZARV0556607,8182324692435618,108400.00,NEFT,2025-03-20T04:44:00+05:30
TXN-000694,ZNMD0700572,31986695700793,ZGDV0955625,70494902607167,2270.00,IMPS,2025-03-20T08:51:00+05:30
TXN-000695,ZKVR0711349,311217374552,ZGDV0836188,81300741571,2280.00,UPI,2025-03-20T11:09:00+05:30
TXN-000696,ZKVR0474112,38690428120812,ZARV0495419,52382165134,22000.00,UPI,2025-03-20T12:26:00+05:30
TXN-000697,ZKVR0546415,36465882156067,ZARV0617958,49173696680314,34000.00,IMPS,2025-03-20T12:37:00+05:30
TXN-000698,ZKVR0587534,7290333581499695,ZGDV0050806,2296589735015940,13500.00,UPI,2025-03-20T12:49:00+05:30
TXN-000699,ZARV0278780,5585485901880963,ZNMD0110114,5305601891569179,1590.00,UPI,2025-03-20T16:48:00+05:30
TXN-000700,ZARV0745949,93522187504411,ZGDV0842838,6489677170416477,1560.00,IMPS,2025-03-20T17:48:00+05:30
TXN-000701,ZARV0556607,8182324692435618,ZNMD0235052,22140184865,105200.00,IMPS,2025-03-20T20:44:00+05:30
TXN-000702,ZGDV0524175,80468702410,ZNMD0977718,1059547734120898,890.00,IMPS,2025-03-20T22:30:00+05:30
TXN-000703,ZARV0880251,3842947850229483,ZKVR0316645,155592538756,5780.00,UPI,2025-03-20T22:54:00+05:30
TXN-000704,ZKVR0264416,2920955977193273,ZNMD0123026,409772186664,1210.00,UPI,2025-03-20T22:58:00+05:30
TXN-000705,ZARV0779368,247347502388,ZKVR0261171,4350429360999554,1090.00,IMPS,2025-03-21T09:30:00+05:30
TXN-000706,ZKVR0186058,346793746876,ZNMD0947097,30344625994126,710.00,UPI,2025-03-21T10:42:00+05:30
TXN-000707,ZARV0599465,26965979895120,ZKVR0278239,273925885283,1440.00,UPI,2025-03-21T10:47:00+05:30
TXN-000708,ZKVR0098532,91924037155,ZKVR0261171,4350429360999554,280.00,IMPS,2025-03-21T14:00:00+05:30
TXN-000709,ZNMD0007921,8521044047953883,ZKVR0201615,135967096137,560.00,UPI,2025-03-21T15:30:00+05:30
TXN-000710,ZNMD0853761,95412555046339,ZKVR0278239,273925885283,18200.00,UPI,2025-03-21T15:45:00+05:30
TXN-000711,ZARV0396941,8956830896202038,ZKVR0122101,1416049978764998,1740.00,IMPS,2025-03-21T16:30:00+05:30
TXN-000712,ZNMD0544711,43197849240367,ZKVR0546415,36465882156067,5900.00,UPI,2025-03-21T19:23:00+05:30
TXN-000713,ZGDV0281209,997066433929,ZGDV0403647,419432812783,8600.00,UPI,2025-03-21T20:23:00+05:30
TXN-000714,ZARV0086950,10465577896,ZKVR0278239,273925885283,1410.00,UPI,2025-03-22T08:26:00+05:30
TXN-000715,ZGDV0860546,6445806238546018,ZKVR0231395,59372838131746,910.00,IMPS,2025-03-22T09:57:00+05:30
TXN-000716,ZKVR0469965,4576041253223734,ZGDV0050806,2296589735015940,840.00,UPI,2025-03-22T10:51:00+05:30
TXN-000717,ZNMD0524253,552337400089,ZGDV0842838,6489677170416477,1670.00,UPI,2025-03-22T13:27:00+05:30
TXN-000718,ZGDV0279182,64596092578,ZGDV0403647,419432812783,700.00,UPI,2025-03-22T14:04:00+05:30
TXN-000719,ZARV0094591,56243893730,ZKVR0231395,59372838131746,2310.00,IMPS,2025-03-23T11:58:00+05:30
TXN-000720,ZGDV0711806,21409016372851,ZGDV0050806,2296589735015940,1180.00,IMPS,2025-03-23T17:53:00+05:30
TXN-000721,ZARV0210017,157887662652,ZKVR0122101,1416049978764998,19300.00,IMPS,2025-03-23T18:52:00+05:30
TXN-000722,ZARV0007961,649524061246,ZGDV0842838,6489677170416477,670.00,UPI,2025-03-23T21:01:00+05:30
TXN-000723,ZARV0319947,7357326534972855,ZKVR0278239,273925885283,600.00,IMPS,2025-03-23T21:28:00+05:30
TXN-000724,ZGDV0711806,21409016372851,ZKVR0261171,4350429360999554,960.00,UPI,2025-03-23T22:14:00+05:30
TXN-000725,ZARV0278780,5585485901880963,ZKVR0474112,38690428120812,510.00,IMPS,2025-03-24T08:06:00+05:30
TXN-000726,ZKVR0546415,36465882156067,ZGDV0055332,40104018190,14500.00,UPI,2025-03-24T08:36:00+05:30
TXN-000727,ZNMD0832635,5760355546659049,ZNMD0123026,409772186664,16700.00,IMPS,2025-03-24T09:17:00+05:30
TXN-000728,ZGDV0105287,3660851609801178,ZNMD0498591,530299490847,11300.00,UPI,2025-03-24T11:01:00+05:30
TXN-000729,ZARV0495419,52382165134,ZGDV0060249,95785738510033,80000.00,IMPS,2025-03-24T11:32:00+05:30
TXN-000730,ZKVR0711349,311217374552,ZGDV0836188,81300741571,1790.00,UPI,2025-03-24T13:15:00+05:30
TXN-000731,ZNMD0007921,8521044047953883,ZKVR0201615,135967096137,1860.00,UPI,2025-03-24T13:51:00+05:30
TXN-000732,ZNMD0368668,713450472269,ZARV0831528,81660304011,550.00,UPI,2025-03-24T14:16:00+05:30
TXN-000733,ZNMD0700572,31986695700793,ZKVR0231395,59372838131746,720.00,UPI,2025-03-24T18:24:00+05:30
TXN-000734,ZGDV0524175,80468702410,ZKVR0546415,36465882156067,4300.00,UPI,2025-03-24T19:05:00+05:30
TXN-000735,ZKVR0604643,67609492345319,ZKVR0201615,135967096137,3500.00,IMPS,2025-03-24T22:19:00+05:30
TXN-000736,ZNMD0696084,6446483955427888,ZNMD0112876,65105240589,1100.00,UPI,2025-03-24T22:24:00+05:30
TXN-000737,ZARV0613886,29424441603891,ZNMD0947097,30344625994126,710.00,UPI,2025-03-25T10:44:00+05:30
TXN-000738,ZARV0979572,585873296710,ZGDV0698481,214148069153,2900.00,IMPS,2025-03-25T11:37:00+05:30
TXN-000739,ZARV0094460,24117828051503,ZKVR0278239,273925885283,6100.00,UPI,2025-03-25T14:50:00+05:30
TXN-000740,ZGDV0199050,13791179552,ZARV0396941,8956830896202038,17800.00,IMPS,2025-03-25T19:09:00+05:30
TXN-000741,ZNMD0544711,43197849240367,ZGDV0055332,40104018190,1940.00,UPI,2025-03-25T22:08:00+05:30
TXN-000742,ZGDV0105287,3660851609801178,ZGDV0842838,6489677170416477,16500.00,UPI,2025-03-25T22:31:00+05:30
TXN-000743,ZGDV0524175,80468702410,ZNMD0484562,198354875355,4000.00,IMPS,2025-03-25T23:28:00+05:30
TXN-000744,ZKVR0098532,91924037155,ZNMD0110114,5305601891569179,900.00,IMPS,2025-03-26T08:06:00+05:30
TXN-000745,ZNMD0544711,43197849240367,ZGDV0055332,40104018190,510.00,IMPS,2025-03-26T08:56:00+05:30
TXN-000746,ZNMD0007921,8521044047953883,ZNMD0977718,1059547734120898,2210.00,IMPS,2025-03-26T12:12:00+05:30
TXN-000747,ZNMD0676603,445065079507,ZNMD0112876,65105240589,5020.00,UPI,2025-03-26T13:01:00+05:30
TXN-000748,ZNMD0778339,65642075982039,ZARV0831528,81660304011,1090.00,UPI,2025-03-26T13:02:00+05:30
TXN-000749,ZNMD0990233,7781796239256157,ZKVR0316645,155592538756,1080.00,IMPS,2025-03-26T15:02:00+05:30
TXN-000750,ZARV0094591,56243893730,ZGDV0955625,70494902607167,2100.00,UPI,2025-03-26T16:16:00+05:30
TXN-000751,ZNMD0587919,365036192686,ZGDV0955625,70494902607167,510.00,UPI,2025-03-26T18:17:00+05:30
TXN-000752,ZNMD0368668,713450472269,ZKVR0122101,1416049978764998,2840.00,UPI,2025-03-26T19:46:00+05:30
TXN-000753,ZGDV0891267,55801883709482,ZKVR0546415,36465882156067,5600.00,IMPS,2025-03-26T21:03:00+05:30
TXN-000754,ZARV0095529,4584116110641260,ZKVR0201615,135967096137,1290.00,UPI,2025-03-26T21:43:00+05:30
TXN-000755,ZARV0556607,8182324692435618,ZNMD0947097,30344625994126,16300.00,UPI,2025-03-26T22:36:00+05:30
TXN-000756,ZKVR0268028,46154561864689,ZKVR0122101,1416049978764998,830.00,UPI,2025-03-27T13:31:00+05:30
TXN-000757,ZARV0617958,49173696680314,ZGDV0281209,997066433929,85000.00,UPI,2025-03-27T15:29:00+05:30
TXN-000758,ZGDV0722792,76055036575658,ZGDV0955625,70494902607167,17400.00,IMPS,2025-03-27T16:59:00+05:30
TXN-000759,ZKVR0268028,46154561864689,ZKVR0261171,4350429360999554,1700.00,IMPS,2025-03-27T20:05:00+05:30
TXN-000760,ZGDV0117620,40739235064,ZGDV0842838,6489677170416477,22700.00,UPI,2025-03-27T20:31:00+05:30
TXN-000761,ZNMD0696084,6446483955427888,ZNMD0112876,65105240589,2440.00,UPI,2025-03-27T20:35:00+05:30
TXN-000762,ZKVR0669376,4131711564511189,ZNMD0484562,198354875355,3200.00,IMPS,2025-03-27T20:59:00+05:30
TXN-000763,ZGDV0722792,76055036575658,ZGDV0955625,70494902607167,22800.00,IMPS,2025-03-27T22:05:00+05:30
TXN-000764,ZKVR0669376,4131711564511189,ZNMD0977718,1059547734120898,2320.00,IMPS,2025-03-28T10:59:00+05:30
TXN-000765,ZARV0745844,778088674514,ZNMD0123026,409772186664,16600.00,IMPS,2025-03-28T11:43:00+05:30
TXN-000766,ZKVR0587534,7290333581499695,ZNMD0110114,5305601891569179,15700.00,UPI,2025-03-28T12:52:00+05:30
TXN-000767,ZARV0095529,4584116110641260,ZGDV0055332,40104018190,1550.00,UPI,2025-03-28T16:54:00+05:30
TXN-000768,ZARV0254988,88934470906800,ZGDV0836188,81300741571,1520.00,UPI,2025-03-28T16:56:00+05:30
TXN-000769,ZNMD0324866,50984351846399,ZKVR0316645,155592538756,530.00,IMPS,2025-03-28T17:00:00+05:30
TXN-000770,ZGDV0279182,64596092578,ZGDV0403647,419432812783,5330.00,UPI,2025-03-28T17:19:00+05:30
TXN-000771,ZARV0919996,386172292609,ZGDV0955625,70494902607167,1360.00,IMPS,2025-03-28T18:22:00+05:30
TXN-000772,ZGDV0068266,986554721182,ZKVR0261171,4350429360999554,310.00,UPI,2025-03-29T10:31:00+05:30
TXN-000773,ZARV0104756,56663037718416,ZGDV0698481,214148069153,820.00,UPI,2025-03-29T11:24:00+05:30
TXN-000774,ZGDV0489435,4267221805213723,ZGDV0264737,650442899703,8800.00,IMPS,2025-03-29T12:31:00+05:30
TXN-000775,ZNMD0676603,445065079507,ZGDV0121914,63592870665356,2280.00,UPI,2025-03-29T13:33:00+05:30
TXN-000776,ZNMD0484562,198354875355,ZARV0617958,49173696680314,15500.00,IMPS,2025-03-29T18:42:00+05:30
TXN-000777,ZNMD0520427,8802759075214784,ZNMD0977718,1059547734120898,1070.00,UPI,2025-03-29T18:55:00+05:30
TXN-000778,ZKVR0329204,4482253497910906,ZNMD0112876,65105240589,2100.00,UPI,2025-03-29T21:41:00+05:30
TXN-000779,ZKVR0329204,4482253497910906,ZNMD0112876,65105240589,790.00,UPI,2025-03-29T21:43:00+05:30
TXN-000780,ZNMD0520427,8802759075214784,ZNMD0977718,1059547734120898,4390.00,UPI,2025-03-29T22:10:00+05:30
TXN-000781,ZARV0007961,649524061246,ZKVR0316645,155592538756,1930.00,IMPS,2025-03-30T08:21:00+05:30
TXN-000782,ZKVR0890873,2960023587937843,ZGDV0842838,6489677170416477,2870.00,UPI,2025-03-30T12:40:00+05:30
TXN-000783,ZKVR0186058,346793746876,ZKVR0231395,59372838131746,770.00,IMPS,2025-03-30T16:48:00+05:30
TXN-000784,ZARV0599465,26965979895120,ZKVR0278239,273925885283,680.00,UPI,2025-03-30T17:25:00+05:30
TXN-000785,ZGDV0524175,80468702410,ZKVR0201615,135967096137,640.00,UPI,2025-03-30T17:58:00+05:30
TXN-000786,ZGDV0199050,13791179552,ZGDV0050806,2296589735015940,730.00,IMPS,2025-03-30T19:06:00+05:30
TXN-000787,ZARV0880251,3842947850229483,ZKVR0316645,155592538756,540.00,UPI,2025-03-30T20:29:00+05:30
TXN-000788,ZKVR0320968,76508528899717,ZKVR0122101,1416049978764998,5200.00,IMPS,2025-03-30T21:29:00+05:30
TXN-000789,ZKVR0546415,36465882156067,ZARV0617958,49173696680314,15500.00,IMPS,2025-03-30T21:41:00+05:30
TXN-000790,ZKVR0669376,4131711564511189,ZGDV0403647,419432812783,2440.00,UPI,2025-03-31T12:44:00+05:30
TXN-000791,ZKVR0853805,42349026862,ZNMD0123026,409772186664,16400.00,UPI,2025-03-31T18:06:00+05:30
TXN-000792,ZGDV0199050,13791179552,ZKVR0122101,1416049978764998,1280.00,UPI,2025-03-31T22:36:00+05:30
